"","year","period","value_emp","sexs_code","industry_text"
"954",2009,"07","       21520",0,"Nonagriculture industries"
"955",2009,"08","       21235",0,"Nonagriculture industries"
"956",2009,"09","       20931",0,"Nonagriculture industries"
"957",2002,"12","       19530",0,"Nonagriculture industries"
"958",2004,"02","       19662",0,"Nonagriculture industries"
"959",2000,"09","       19119",0,"Nonagriculture industries"
"960",2002,"03","       19493",0,"Nonagriculture industries"
"961",2000,"03","       19722",0,"Nonagriculture industries"
"962",2002,"05","       19938",0,"Nonagriculture industries"
"963",2002,"06","       19730",0,"Nonagriculture industries"
"964",2000,"02","       19434",0,"Nonagriculture industries"
"965",2003,"12","       19705",0,"Nonagriculture industries"
"966",2000,"04","       19422",0,"Nonagriculture industries"
"967",2000,"05","       19318",0,"Nonagriculture industries"
"968",2003,"09","       19674",0,"Nonagriculture industries"
"969",2008,"08","       21339",0,"Nonagriculture industries"
"970",2004,"01","       19787",0,"Nonagriculture industries"
"971",2002,"01","       19312",0,"Nonagriculture industries"
"972",2002,"02","       19581",0,"Nonagriculture industries"
"973",2003,"04","       19552",0,"Nonagriculture industries"
"974",2013,"11","       20122",0,"Nonagriculture industries"
"975",2013,"12","       20142",0,"Nonagriculture industries"
"976",2014,"01","       20311",0,"Nonagriculture industries"
"977",2014,"02","       20118",0,"Nonagriculture industries"
"978",2008,"05","       21231",0,"Nonagriculture industries"
"979",2008,"06","       21190",0,"Nonagriculture industries"
"980",2000,"07","       18768",0,"Nonagriculture industries"
"981",2000,"08","       18691",0,"Nonagriculture industries"
"982",2003,"07","       19667",0,"Nonagriculture industries"
"983",2003,"08","       19587",0,"Nonagriculture industries"
"984",2003,"05","       19545",0,"Nonagriculture industries"
"985",2003,"06","       19618",0,"Nonagriculture industries"
"986",2008,"07","       21179",0,"Nonagriculture industries"
"987",2000,"06","       19007",0,"Nonagriculture industries"
"988",2003,"10","       19728",0,"Nonagriculture industries"
"989",2000,"08","      106306",0,"Nonagriculture industries"
"990",2013,"01","      111830",0,"Nonagriculture industries"
"991",2000,"06","      106153",0,"Nonagriculture industries"
"992",2000,"09","      105883",0,"Nonagriculture industries"
"993",2000,"07","      106126",0,"Nonagriculture industries"
"994",2012,"12","      111551",0,"Nonagriculture industries"
"995",2014,"04","      114607",0,"Nonagriculture industries"
"996",2014,"01","      113946",0,"Nonagriculture industries"
"997",2014,"02","      114062",0,"Nonagriculture industries"
"998",2014,"03","      114365",0,"Nonagriculture industries"
"999",2000,"05","      105506",0,"Nonagriculture industries"
"1000",2012,"09","      111176",0,"Nonagriculture industries"
"1001",2002,"09","      106177",0,"Nonagriculture industries"
"1002",2002,"10","      105832",0,"Nonagriculture industries"
"1003",2015,"05","      116658",0,"Nonagriculture industries"
"1004",2015,"06","      116681",0,"Nonagriculture industries"
"1005",2014,"05","      115381",0,"Nonagriculture industries"
"1006",2014,"06","      115276",0,"Nonagriculture industries"
"1007",2014,"07","      115301",0,"Nonagriculture industries"
"1008",2015,"10","      117605",0,"Nonagriculture industries"
"1009",2015,"11","      117505",0,"Nonagriculture industries"
"1010",2012,"10","      111899",0,"Nonagriculture industries"
"1011",2012,"11","      111529",0,"Nonagriculture industries"
"1012",2012,"08","      110945",0,"Nonagriculture industries"
"1013",2013,"11","      113711",0,"Nonagriculture industries"
"1014",2013,"12","      113828",0,"Nonagriculture industries"
"1015",2017,"07","      121491",0,"Nonagriculture industries"
"1016",2017,"08","      121473",0,"Nonagriculture industries"
"1017",2017,"09","      122199",0,"Nonagriculture industries"
"1018",2015,"07","      116932",0,"Nonagriculture industries"
"1019",2015,"08","      117397",0,"Nonagriculture industries"
"1020",2015,"09","      117506",0,"Nonagriculture industries"
"1021",2020,"07","      112358",0,"Nonagriculture industries"
"1022",2014,"08","      115632",0,"Nonagriculture industries"
"1023",2012,"06","      111200",0,"Nonagriculture industries"
"1024",2012,"07","      110958",0,"Nonagriculture industries"
"1025",2000,"04","      105875",0,"Nonagriculture industries"
"1026",2018,"06","      123541",0,"Nonagriculture industries"
"1027",2018,"07","      123608",0,"Nonagriculture industries"
"1028",2018,"08","      123568",0,"Nonagriculture industries"
"1029",2018,"09","      123731",0,"Nonagriculture industries"
"1030",2018,"10","      124014",0,"Nonagriculture industries"
"1031",2017,"10","      121669",0,"Nonagriculture industries"
"1032",2017,"11","      121789",0,"Nonagriculture industries"
"1033",2017,"12","      121858",0,"Nonagriculture industries"
"1034",2018,"01","      122091",0,"Nonagriculture industries"
"1035",2019,"03","      124860",0,"Nonagriculture industries"
"1036",2014,"09","      115778",0,"Nonagriculture industries"
"1037",2019,"05","      124904",0,"Nonagriculture industries"
"1038",2019,"06","      124990",0,"Nonagriculture industries"
"1039",2019,"07","      125099",0,"Nonagriculture industries"
"1040",2019,"08","      125582",0,"Nonagriculture industries"
"1041",2019,"09","      125734",0,"Nonagriculture industries"
"1042",2019,"10","      125812",0,"Nonagriculture industries"
"1043",2013,"02","      112050",0,"Nonagriculture industries"
"1044",2018,"11","      124250",0,"Nonagriculture industries"
"1045",2018,"12","      124657",0,"Nonagriculture industries"
"1046",2019,"01","      124615",0,"Nonagriculture industries"
"1047",2019,"02","      124850",0,"Nonagriculture industries"
"1048",2020,"06","      110579",0,"Nonagriculture industries"
"1049",2019,"04","      124876",0,"Nonagriculture industries"
"1050",2000,"02","      105014",0,"Nonagriculture industries"
"1051",2000,"03","      104973",0,"Nonagriculture industries"
"1052",2017,"05","      121109",0,"Nonagriculture industries"
"1053",2010,"04","      106495",0,"Nonagriculture industries"
"1054",2010,"05","      106600",0,"Nonagriculture industries"
"1055",2010,"06","      106676",0,"Nonagriculture industries"
"1056",2010,"07","      107020",0,"Nonagriculture industries"
"1057",2010,"08","      107848",0,"Nonagriculture industries"
"1058",2010,"09","      107486",0,"Nonagriculture industries"
"1059",2000,"10","      106460",0,"Nonagriculture industries"
"1060",2000,"11","      106507",0,"Nonagriculture industries"
"1061",2000,"12","      106583",0,"Nonagriculture industries"
"1062",2018,"02","      122460",0,"Nonagriculture industries"
"1063",2018,"03","      122684",0,"Nonagriculture industries"
"1064",2018,"04","      122779",0,"Nonagriculture industries"
"1065",2018,"05","      123184",0,"Nonagriculture industries"
"1066",2001,"05","      106286",0,"Nonagriculture industries"
"1067",2001,"06","      106305",0,"Nonagriculture industries"
"1068",2001,"07","      106195",0,"Nonagriculture industries"
"1069",2001,"08","      105422",0,"Nonagriculture industries"
"1070",2001,"09","      105887",0,"Nonagriculture industries"
"1071",2001,"10","      105632",0,"Nonagriculture industries"
"1072",2001,"11","      105569",0,"Nonagriculture industries"
"1073",2001,"12","      105384",0,"Nonagriculture industries"
"1074",2002,"01","      105298",0,"Nonagriculture industries"
"1075",2002,"02","      105638",0,"Nonagriculture industries"
"1076",2002,"03","      105545",0,"Nonagriculture industries"
"1077",2002,"04","      105353",0,"Nonagriculture industries"
"1078",2002,"05","      105411",0,"Nonagriculture industries"
"1079",2002,"06","      105432",0,"Nonagriculture industries"
"1080",2002,"07","      105324",0,"Nonagriculture industries"
"1081",2002,"08","      105849",0,"Nonagriculture industries"
"1082",2016,"04","      119175",0,"Nonagriculture industries"
"1083",2019,"11","      125996",0,"Nonagriculture industries"
"1084",2019,"12","      126069",0,"Nonagriculture industries"
"1085",2020,"01","      126042",0,"Nonagriculture industries"
"1086",2020,"02","      126282",0,"Nonagriculture industries"
"1087",2020,"03","      123412",0,"Nonagriculture industries"
"1088",2020,"04","      104200",0,"Nonagriculture industries"
"1089",2000,"01","      105129",0,"Nonagriculture industries"
"1090",2010,"01","      106219",0,"Nonagriculture industries"
"1091",2010,"02","      106041",0,"Nonagriculture industries"
"1092",2010,"03","      106377",0,"Nonagriculture industries"
"1093",2013,"10","      113182",0,"Nonagriculture industries"
"1094",2003,"08","      106049",0,"Nonagriculture industries"
"1095",2003,"09","      106071",0,"Nonagriculture industries"
"1096",2003,"10","      106301",0,"Nonagriculture industries"
"1097",2003,"11","      106694",0,"Nonagriculture industries"
"1098",2003,"12","      106875",0,"Nonagriculture industries"
"1099",2004,"01","      106909",0,"Nonagriculture industries"
"1100",2004,"02","      107113",0,"Nonagriculture industries"
"1101",2004,"03","      107036",0,"Nonagriculture industries"
"1102",2004,"04","      107311",0,"Nonagriculture industries"
"1103",2004,"05","      107419",0,"Nonagriculture industries"
"1104",2004,"06","      107320",0,"Nonagriculture industries"
"1105",2014,"10","      116149",0,"Nonagriculture industries"
"1106",2014,"11","      116272",0,"Nonagriculture industries"
"1107",2014,"12","      116499",0,"Nonagriculture industries"
"1108",2015,"01","      116550",0,"Nonagriculture industries"
"1109",2015,"02","      116637",0,"Nonagriculture industries"
"1110",2015,"03","      116522",0,"Nonagriculture industries"
"1111",2015,"04","      116671",0,"Nonagriculture industries"
"1112",2005,"02","      108155",0,"Nonagriculture industries"
"1113",2005,"03","      108338",0,"Nonagriculture industries"
"1114",2005,"04","      108637",0,"Nonagriculture industries"
"1115",2005,"05","      109021",0,"Nonagriculture industries"
"1116",2005,"06","      109366",0,"Nonagriculture industries"
"1117",2005,"07","      109767",0,"Nonagriculture industries"
"1118",2015,"12","      118365",0,"Nonagriculture industries"
"1119",2016,"01","      118729",0,"Nonagriculture industries"
"1120",2016,"02","      118892",0,"Nonagriculture industries"
"1121",2016,"03","      119086",0,"Nonagriculture industries"
"1122",2009,"02","      109332",0,"Nonagriculture industries"
"1123",2009,"03","      108584",0,"Nonagriculture industries"
"1124",2002,"11","      105092",0,"Nonagriculture industries"
"1125",2013,"03","      112176",0,"Nonagriculture industries"
"1126",2013,"04","      112521",0,"Nonagriculture industries"
"1127",2013,"05","      112770",0,"Nonagriculture industries"
"1128",2013,"06","      112964",0,"Nonagriculture industries"
"1129",2020,"05","      107228",0,"Nonagriculture industries"
"1130",2016,"12","      120069",0,"Nonagriculture industries"
"1131",2017,"01","      120319",0,"Nonagriculture industries"
"1132",2017,"02","      120079",0,"Nonagriculture industries"
"1133",2017,"03","      120760",0,"Nonagriculture industries"
"1134",2017,"06","      121018",0,"Nonagriculture industries"
"1135",2006,"11","      112629",0,"Nonagriculture industries"
"1136",2006,"12","      112824",0,"Nonagriculture industries"
"1137",2007,"01","      112987",0,"Nonagriculture industries"
"1138",2007,"02","      113079",0,"Nonagriculture industries"
"1139",2007,"03","      113296",0,"Nonagriculture industries"
"1140",2007,"04","      112753",0,"Nonagriculture industries"
"1141",2007,"05","      112895",0,"Nonagriculture industries"
"1142",2007,"06","      113138",0,"Nonagriculture industries"
"1143",2007,"07","      113265",0,"Nonagriculture industries"
"1144",2007,"08","      113118",0,"Nonagriculture industries"
"1145",2007,"09","      113298",0,"Nonagriculture industries"
"1146",2007,"10","      113510",0,"Nonagriculture industries"
"1147",2007,"11","      114026",0,"Nonagriculture industries"
"1148",2007,"12","      113859",0,"Nonagriculture industries"
"1149",2008,"01","      113840",0,"Nonagriculture industries"
"1150",2008,"02","      113183",0,"Nonagriculture industries"
"1151",2008,"03","      113275",0,"Nonagriculture industries"
"1152",2008,"04","      113217",0,"Nonagriculture industries"
"1153",2008,"05","      113017",0,"Nonagriculture industries"
"1154",2008,"06","      113000",0,"Nonagriculture industries"
"1155",2008,"07","      112739",0,"Nonagriculture industries"
"1156",2008,"08","      112418",0,"Nonagriculture industries"
"1157",2008,"09","      112278",0,"Nonagriculture industries"
"1158",2008,"10","      112156",0,"Nonagriculture industries"
"1159",2008,"11","      111586",0,"Nonagriculture industries"
"1160",2008,"12","      110810",0,"Nonagriculture industries"
"1161",2009,"01","      109969",0,"Nonagriculture industries"
"1162",2005,"10","      110634",0,"Nonagriculture industries"
"1163",2005,"11","      110583",0,"Nonagriculture industries"
"1164",2009,"04","      108233",0,"Nonagriculture industries"
"1165",2009,"05","      107717",0,"Nonagriculture industries"
"1166",2009,"06","      107389",0,"Nonagriculture industries"
"1167",2009,"07","      107475",0,"Nonagriculture industries"
"1168",2009,"10","      106275",0,"Nonagriculture industries"
"1169",2009,"11","      106159",0,"Nonagriculture industries"
"1170",2009,"12","      105784",0,"Nonagriculture industries"
"1171",2013,"07","      113143",0,"Nonagriculture industries"
"1172",2013,"08","      113024",0,"Nonagriculture industries"
"1173",2013,"09","      113259",0,"Nonagriculture industries"
"1174",2003,"06","      106376",0,"Nonagriculture industries"
"1175",2003,"07","      106152",0,"Nonagriculture industries"
"1176",2006,"10","      112612",0,"Nonagriculture industries"
"1177",2011,"08","      108668",0,"Nonagriculture industries"
"1178",2011,"09","      108957",0,"Nonagriculture industries"
"1179",2011,"10","      109144",0,"Nonagriculture industries"
"1180",2011,"11","      109435",0,"Nonagriculture industries"
"1181",2011,"12","      109417",0,"Nonagriculture industries"
"1182",2010,"10","      107177",0,"Nonagriculture industries"
"1183",2001,"01","      106889",0,"Nonagriculture industries"
"1184",2001,"02","      106418",0,"Nonagriculture industries"
"1185",2001,"03","      106483",0,"Nonagriculture industries"
"1186",2001,"04","      106485",0,"Nonagriculture industries"
"1187",2011,"05","      108194",0,"Nonagriculture industries"
"1188",2011,"06","      108025",0,"Nonagriculture industries"
"1189",2011,"07","      108205",0,"Nonagriculture industries"
"1190",2004,"10","      107628",0,"Nonagriculture industries"
"1191",2016,"05","      119056",0,"Nonagriculture industries"
"1192",2016,"06","      119544",0,"Nonagriculture industries"
"1193",2016,"07","      119743",0,"Nonagriculture industries"
"1194",2016,"08","      119801",0,"Nonagriculture industries"
"1195",2012,"01","      110120",0,"Nonagriculture industries"
"1196",2012,"02","      110627",0,"Nonagriculture industries"
"1197",2012,"03","      111015",0,"Nonagriculture industries"
"1198",2012,"04","      111080",0,"Nonagriculture industries"
"1199",2012,"05","      111132",0,"Nonagriculture industries"
"1200",2005,"08","      110568",0,"Nonagriculture industries"
"1201",2005,"09","      110572",0,"Nonagriculture industries"
"1202",2017,"04","      121364",0,"Nonagriculture industries"
"1203",2011,"03","      107779",0,"Nonagriculture industries"
"1204",2004,"11","      107941",0,"Nonagriculture industries"
"1205",2004,"12","      108047",0,"Nonagriculture industries"
"1206",2005,"01","      108090",0,"Nonagriculture industries"
"1207",2006,"06","      112349",0,"Nonagriculture industries"
"1208",2002,"12","      105304",0,"Nonagriculture industries"
"1209",2003,"01","      105868",0,"Nonagriculture industries"
"1210",2003,"02","      106304",0,"Nonagriculture industries"
"1211",2004,"09","      107518",0,"Nonagriculture industries"
"1212",2006,"07","      112057",0,"Nonagriculture industries"
"1213",2006,"08","      112460",0,"Nonagriculture industries"
"1214",2006,"09","      112348",0,"Nonagriculture industries"
"1215",2016,"10","      120188",0,"Nonagriculture industries"
"1216",2010,"11","      107355",0,"Nonagriculture industries"
"1217",2011,"04","      107939",0,"Nonagriculture industries"
"1218",2016,"09","      119978",0,"Nonagriculture industries"
"1219",2004,"08","      107426",0,"Nonagriculture industries"
"1220",2003,"05","      106598",0,"Nonagriculture industries"
"1221",2005,"12","      110930",0,"Nonagriculture industries"
"1222",2004,"07","      107967",0,"Nonagriculture industries"
"1223",2003,"03","      106547",0,"Nonagriculture industries"
"1224",2006,"01","      111179",0,"Nonagriculture industries"
"1225",2010,"12","      107736",0,"Nonagriculture industries"
"1226",2006,"04","      111677",0,"Nonagriculture industries"
"1227",2009,"09","      106588",0,"Nonagriculture industries"
"1228",2003,"04","      106686",0,"Nonagriculture industries"
"1229",2016,"11","      120158",0,"Nonagriculture industries"
"1230",2009,"08","      107072",0,"Nonagriculture industries"
"1231",2006,"03","      111585",0,"Nonagriculture industries"
"1232",2011,"02","      107585",0,"Nonagriculture industries"
"1233",2006,"05","      112052",0,"Nonagriculture industries"
"1234",2006,"02","      111384",0,"Nonagriculture industries"
"1235",2011,"01","      107540",0,"Nonagriculture industries"
"1236",2003,"10","        9438",0,"Nonagriculture industries"
"1237",2003,"09","        9449",0,"Nonagriculture industries"
"1238",2003,"08","        9494",0,"Nonagriculture industries"
"1239",2017,"02","        8817",0,"Nonagriculture industries"
"1240",2003,"06","        9305",0,"Nonagriculture industries"
"1241",2016,"01","        8693",0,"Nonagriculture industries"
"1242",2003,"07","        9310",0,"Nonagriculture industries"
"1243",2017,"06","        8850",0,"Nonagriculture industries"
"1244",2017,"04","        8535",0,"Nonagriculture industries"
"1245",2018,"07","        8858",0,"Nonagriculture industries"
"1246",2017,"05","        8593",0,"Nonagriculture industries"
"1247",2017,"01","        8483",0,"Nonagriculture industries"
"1248",2017,"03","        8686",0,"Nonagriculture industries"
"1249",2016,"02","        8709",0,"Nonagriculture industries"
"1250",2003,"05","        9101",0,"Nonagriculture industries"
"1251",2018,"08","        8852",0,"Nonagriculture industries"
"1252",2005,"09","        9359",0,"Nonagriculture industries"
"1253",2017,"07","        8488",0,"Nonagriculture industries"
"1254",2016,"03","        8834",0,"Nonagriculture industries"
"1255",2015,"10","        8580",0,"Nonagriculture industries"
"1256",2018,"09","        8938",0,"Nonagriculture industries"
"1257",2000,"03","        9294",0,"Nonagriculture industries"
"1258",2015,"12","        8534",0,"Nonagriculture industries"
"1259",2000,"05","        9294",0,"Nonagriculture industries"
"1260",2015,"11","        8595",0,"Nonagriculture industries"
"1261",2000,"07","        9169",0,"Nonagriculture industries"
"1262",2000,"04","        9355",0,"Nonagriculture industries"
"1263",2018,"11","        8863",0,"Nonagriculture industries"
"1264",2000,"06","        9250",0,"Nonagriculture industries"
"1265",2019,"01","        8831",0,"Nonagriculture industries"
"1266",2018,"10","        8935",0,"Nonagriculture industries"
"1267",2015,"09","        8403",0,"Nonagriculture industries"
"1268",2003,"04","        9230",0,"Nonagriculture industries"
"1269",2016,"12","        8918",0,"Nonagriculture industries"
"1270",2001,"04","        9169",0,"Nonagriculture industries"
"1271",2001,"05","        9161",0,"Nonagriculture industries"
"1272",2001,"06","        9324",0,"Nonagriculture industries"
"1273",2001,"07","        9187",0,"Nonagriculture industries"
"1274",2001,"08","        9032",0,"Nonagriculture industries"
"1275",2000,"08","        9190",0,"Nonagriculture industries"
"1276",2000,"09","        9335",0,"Nonagriculture industries"
"1277",2018,"12","        9012",0,"Nonagriculture industries"
"1278",2017,"09","        8841",0,"Nonagriculture industries"
"1279",2015,"08","        8750",0,"Nonagriculture industries"
"1280",2002,"02","        8683",0,"Nonagriculture industries"
"1281",2002,"03","        8682",0,"Nonagriculture industries"
"1282",2002,"04","        8806",0,"Nonagriculture industries"
"1283",2002,"05","        8890",0,"Nonagriculture industries"
"1284",2002,"06","        8872",0,"Nonagriculture industries"
"1285",2002,"07","        8926",0,"Nonagriculture industries"
"1286",2002,"08","        8949",0,"Nonagriculture industries"
"1287",2016,"04","        8899",0,"Nonagriculture industries"
"1288",2001,"09","        9069",0,"Nonagriculture industries"
"1289",2001,"10","        8991",0,"Nonagriculture industries"
"1290",2017,"08","        8674",0,"Nonagriculture industries"
"1291",2001,"12","        8926",0,"Nonagriculture industries"
"1292",2002,"01","        8575",0,"Nonagriculture industries"
"1293",2003,"02","        9199",0,"Nonagriculture industries"
"1294",2003,"03","        9186",0,"Nonagriculture industries"
"1295",2013,"05","        8638",0,"Nonagriculture industries"
"1296",2020,"07","        8557",0,"Nonagriculture industries"
"1297",2013,"07","        8884",0,"Nonagriculture industries"
"1298",2013,"08","        8717",0,"Nonagriculture industries"
"1299",2013,"09","        8646",0,"Nonagriculture industries"
"1300",2013,"10","        8473",0,"Nonagriculture industries"
"1301",2013,"11","        8500",0,"Nonagriculture industries"
"1302",2013,"12","        8547",0,"Nonagriculture industries"
"1303",2001,"11","        8856",0,"Nonagriculture industries"
"1304",2002,"12","        9274",0,"Nonagriculture industries"
"1305",2000,"11","        8890",0,"Nonagriculture industries"
"1306",2000,"12","        9063",0,"Nonagriculture industries"
"1307",2001,"01","        9124",0,"Nonagriculture industries"
"1308",2001,"02","        9217",0,"Nonagriculture industries"
"1309",2001,"03","        9382",0,"Nonagriculture industries"
"1310",2004,"06","        9342",0,"Nonagriculture industries"
"1311",2004,"07","        9521",0,"Nonagriculture industries"
"1312",2004,"08","        9666",0,"Nonagriculture industries"
"1313",2004,"09","        9523",0,"Nonagriculture industries"
"1314",2004,"10","        9722",0,"Nonagriculture industries"
"1315",2004,"11","        9629",0,"Nonagriculture industries"
"1316",2003,"11","        9589",0,"Nonagriculture industries"
"1317",2000,"10","        9017",0,"Nonagriculture industries"
"1318",2005,"02","        9662",0,"Nonagriculture industries"
"1319",2005,"03","        9696",0,"Nonagriculture industries"
"1320",2005,"04","        9896",0,"Nonagriculture industries"
"1321",2005,"05","        9610",0,"Nonagriculture industries"
"1322",2005,"06","        9367",0,"Nonagriculture industries"
"1323",2005,"07","        9462",0,"Nonagriculture industries"
"1324",2005,"08","        9214",0,"Nonagriculture industries"
"1325",2019,"06","        8782",0,"Nonagriculture industries"
"1326",2005,"10","        9437",0,"Nonagriculture industries"
"1327",2002,"09","        9090",0,"Nonagriculture industries"
"1328",2002,"10","        9065",0,"Nonagriculture industries"
"1329",2004,"12","        9582",0,"Nonagriculture industries"
"1330",2005,"01","        9597",0,"Nonagriculture industries"
"1331",2002,"11","        9246",0,"Nonagriculture industries"
"1332",2003,"01","        9306",0,"Nonagriculture industries"
"1333",2013,"03","        8346",0,"Nonagriculture industries"
"1334",2013,"04","        8617",0,"Nonagriculture industries"
"1335",2016,"10","        8642",0,"Nonagriculture industries"
"1336",2013,"06","        8708",0,"Nonagriculture industries"
"1337",2006,"09","        9651",0,"Nonagriculture industries"
"1338",2006,"10","        9795",0,"Nonagriculture industries"
"1339",2006,"11","        9782",0,"Nonagriculture industries"
"1340",2006,"12","        9973",0,"Nonagriculture industries"
"1341",2007,"01","        9672",0,"Nonagriculture industries"
"1342",2007,"02","        9575",0,"Nonagriculture industries"
"1343",2007,"03","        9761",0,"Nonagriculture industries"
"1344",2007,"04","        9663",0,"Nonagriculture industries"
"1345",2007,"05","        9641",0,"Nonagriculture industries"
"1346",2007,"06","        9775",0,"Nonagriculture industries"
"1347",2017,"10","        8945",0,"Nonagriculture industries"
"1348",2017,"11","        8931",0,"Nonagriculture industries"
"1349",2017,"12","        8954",0,"Nonagriculture industries"
"1350",2018,"01","        9007",0,"Nonagriculture industries"
"1351",2018,"02","        8970",0,"Nonagriculture industries"
"1352",2018,"03","        9021",0,"Nonagriculture industries"
"1353",2018,"04","        9037",0,"Nonagriculture industries"
"1354",2018,"05","        9044",0,"Nonagriculture industries"
"1355",2018,"06","        8738",0,"Nonagriculture industries"
"1356",2008,"04","        9340",0,"Nonagriculture industries"
"1357",2008,"05","        9342",0,"Nonagriculture industries"
"1358",2008,"06","        9387",0,"Nonagriculture industries"
"1359",2008,"07","        9583",0,"Nonagriculture industries"
"1360",2008,"08","        9321",0,"Nonagriculture industries"
"1361",2019,"02","        8757",0,"Nonagriculture industries"
"1362",2019,"03","        8733",0,"Nonagriculture industries"
"1363",2019,"04","        8559",0,"Nonagriculture industries"
"1364",2019,"05","        8724",0,"Nonagriculture industries"
"1365",2012,"05","        8678",0,"Nonagriculture industries"
"1366",2019,"07","        8942",0,"Nonagriculture industries"
"1367",2005,"11","        9386",0,"Nonagriculture industries"
"1368",2005,"12","        9487",0,"Nonagriculture industries"
"1369",2016,"05","        8851",0,"Nonagriculture industries"
"1370",2016,"06","        8821",0,"Nonagriculture industries"
"1371",2016,"07","        8712",0,"Nonagriculture industries"
"1372",2013,"02","        8641",0,"Nonagriculture industries"
"1373",2020,"02","        8897",0,"Nonagriculture industries"
"1374",2020,"03","        8818",0,"Nonagriculture industries"
"1375",2020,"04","        7544",0,"Nonagriculture industries"
"1376",2016,"11","        8662",0,"Nonagriculture industries"
"1377",2020,"06","        8376",0,"Nonagriculture industries"
"1378",2000,"01","        9275",0,"Nonagriculture industries"
"1379",2010,"03","        8927",0,"Nonagriculture industries"
"1380",2010,"04","        8926",0,"Nonagriculture industries"
"1381",2010,"05","        8943",0,"Nonagriculture industries"
"1382",2010,"06","        8886",0,"Nonagriculture industries"
"1383",2010,"07","        8817",0,"Nonagriculture industries"
"1384",2010,"08","        8737",0,"Nonagriculture industries"
"1385",2010,"09","        8751",0,"Nonagriculture industries"
"1386",2010,"10","        8868",0,"Nonagriculture industries"
"1387",2010,"11","        8727",0,"Nonagriculture industries"
"1388",2010,"12","        8739",0,"Nonagriculture industries"
"1389",2011,"01","        8823",0,"Nonagriculture industries"
"1390",2011,"02","        8703",0,"Nonagriculture industries"
"1391",2011,"03","        8773",0,"Nonagriculture industries"
"1392",2011,"04","        8684",0,"Nonagriculture industries"
"1393",2011,"05","        8686",0,"Nonagriculture industries"
"1394",2011,"06","        8533",0,"Nonagriculture industries"
"1395",2011,"07","        8501",0,"Nonagriculture industries"
"1396",2011,"08","        8579",0,"Nonagriculture industries"
"1397",2011,"09","        8297",0,"Nonagriculture industries"
"1398",2011,"10","        8542",0,"Nonagriculture industries"
"1399",2011,"11","        8539",0,"Nonagriculture industries"
"1400",2011,"12","        8576",0,"Nonagriculture industries"
"1401",2012,"01","        8767",0,"Nonagriculture industries"
"1402",2012,"02","        8484",0,"Nonagriculture industries"
"1403",2012,"03","        8530",0,"Nonagriculture industries"
"1404",2012,"04","        8549",0,"Nonagriculture industries"
"1405",2008,"11","        8766",0,"Nonagriculture industries"
"1406",2012,"06","        8837",0,"Nonagriculture industries"
"1407",2012,"07","        8831",0,"Nonagriculture industries"
"1408",2012,"08","        8763",0,"Nonagriculture industries"
"1409",2012,"09","        8842",0,"Nonagriculture industries"
"1410",2012,"10","        8804",0,"Nonagriculture industries"
"1411",2012,"11","        8916",0,"Nonagriculture industries"
"1412",2013,"01","        8712",0,"Nonagriculture industries"
"1413",2006,"03","        9683",0,"Nonagriculture industries"
"1414",2016,"08","        8687",0,"Nonagriculture industries"
"1415",2016,"09","        8570",0,"Nonagriculture industries"
"1416",2006,"06","        9564",0,"Nonagriculture industries"
"1417",2006,"07","        9541",0,"Nonagriculture industries"
"1418",2006,"08","        9578",0,"Nonagriculture industries"
"1419",2010,"02","        9027",0,"Nonagriculture industries"
"1420",2014,"10","        8878",0,"Nonagriculture industries"
"1421",2014,"11","        8816",0,"Nonagriculture industries"
"1422",2014,"12","        8717",0,"Nonagriculture industries"
"1423",2015,"01","        8725",0,"Nonagriculture industries"
"1424",2015,"02","        8342",0,"Nonagriculture industries"
"1425",2003,"12","        9537",0,"Nonagriculture industries"
"1426",2004,"01","        9503",0,"Nonagriculture industries"
"1427",2004,"02","        9416",0,"Nonagriculture industries"
"1428",2004,"03","        9155",0,"Nonagriculture industries"
"1429",2004,"04","        9225",0,"Nonagriculture industries"
"1430",2004,"05","        9337",0,"Nonagriculture industries"
"1431",2014,"08","        8541",0,"Nonagriculture industries"
"1432",2014,"09","        8744",0,"Nonagriculture industries"
"1433",2008,"12","        8886",0,"Nonagriculture industries"
"1434",2009,"01","        8824",0,"Nonagriculture industries"
"1435",2019,"08","        8895",0,"Nonagriculture industries"
"1436",2019,"09","        8850",0,"Nonagriculture industries"
"1437",2019,"10","        8811",0,"Nonagriculture industries"
"1438",2015,"03","        8636",0,"Nonagriculture industries"
"1439",2015,"04","        8796",0,"Nonagriculture industries"
"1440",2015,"05","        9148",0,"Nonagriculture industries"
"1441",2015,"06","        8666",0,"Nonagriculture industries"
"1442",2015,"07","        8798",0,"Nonagriculture industries"
"1443",2008,"09","        9163",0,"Nonagriculture industries"
"1444",2008,"10","        8908",0,"Nonagriculture industries"
"1445",2000,"02","        9291",0,"Nonagriculture industries"
"1446",2010,"01","        8956",0,"Nonagriculture industries"
"1447",2007,"12","        9256",0,"Nonagriculture industries"
"1448",2008,"01","        9290",0,"Nonagriculture industries"
"1449",2008,"02","        9392",0,"Nonagriculture industries"
"1450",2008,"03","        9238",0,"Nonagriculture industries"
"1451",2006,"01","        9744",0,"Nonagriculture industries"
"1452",2006,"02","        9727",0,"Nonagriculture industries"
"1453",2020,"01","        8808",0,"Nonagriculture industries"
