year,period,industry_text,value_earnings,value_jo,value_hi,value_ts,value_qu,value_dl,turnover,growth
2005,4,Financial activities,8149,322,238,244,120,99,low_turnover,low_growth
2005,4,Government,21754,364,334,314,142,117,low_turnover,medium_growth
2005,4,Information,3068,112,86,85,55,21,low_turnover,low_growth
2005,4,Leisure and hospitality,12802,625,900,813,533,262,high_turnover,medium_growth
2005,4,Manufacturing,14250,315,383,393,189,168,medium_turnover,low_growth
2005,4,Mining and logging,620,11,25,20,11,7,low_turnover,low_growth
2005,4,Other services,5392,183,220,214,149,61,low_turnover,low_growth
2005,4,Professional and business services,16855,714,921,906,451,409,high_turnover,high_growth
2005,4,Retail trade,15247.9,536,856,781,475,263,high_turnover,high_growth
2005,4,Total private,111764,3908,5028,4702,2605,1844,high_turnover,high_growth
2005,4,"Trade, transportation, and utilities",25818,789,1211,1116,623,421,high_turnover,high_growth
2005,5,Construction,7294,140,489,446,182,252,medium_turnover,medium_growth
2005,5,Education and health services,17605,708,520,461,289,139,medium_turnover,high_growth
2005,5,Financial activities,8154,226,238,237,138,76,low_turnover,low_growth
2005,5,Government,21781,357,317,302,143,110,low_turnover,medium_growth
2005,5,Information,3062,70,82,85,51,29,low_turnover,low_growth
2005,5,Leisure and hospitality,12797,535,876,873,544,296,high_turnover,medium_growth
2005,5,Manufacturing,14256,280,378,376,177,160,low_turnover,low_growth
2005,5,Mining and logging,622,11,22,21,12,5,low_turnover,low_growth
2005,5,Other services,5383,140,244,265,136,116,low_turnover,low_growth
2005,5,Professional and business services,16877,663,903,902,447,399,high_turnover,high_growth
2005,5,Retail trade,15267.9,455,849,804,489,279,high_turnover,high_growth
2005,5,Total private,111909,3485,4954,4804,2620,1910,high_turnover,high_growth
2005,5,"Trade, transportation, and utilities",25859,711,1201,1138,644,438,high_turnover,high_growth
2005,6,Construction,7333,145,485,436,158,256,medium_turnover,medium_growth
2005,6,Education and health services,17662,689,526,478,304,141,medium_turnover,high_growth
2005,6,Financial activities,8172,271,215,192,145,34,low_turnover,low_growth
2005,6,Government,21763,371,300,319,153,109,low_turnover,medium_growth
2005,6,Information,3057,102,76,80,52,21,low_turnover,low_growth
2005,6,Leisure and hospitality,12837,577,939,910,518,357,high_turnover,medium_growth
2005,6,Manufacturing,14227,260,365,379,200,152,medium_turnover,low_growth
2005,6,Mining and logging,625,11,25,20,10,8,low_turnover,low_growth
2005,6,Other services,5398,141,209,186,130,42,low_turnover,low_growth
2005,6,Professional and business services,16965,764,1037,938,433,455,high_turnover,high_growth
2005,6,Retail trade,15300.9,448,840,808,485,287,high_turnover,high_growth
2005,6,Total private,112179,3701,5076,4767,2605,1898,high_turnover,high_growth
2005,6,"Trade, transportation, and utilities",25903,740,1200,1147,655,432,high_turnover,high_growth
2005,7,Construction,7353,172,421,415,193,208,medium_turnover,medium_growth
2005,7,Education and health services,17716,700,520,456,299,116,medium_turnover,high_growth
2005,7,Financial activities,8191,323,221,206,128,52,low_turnover,low_growth
2005,7,Government,21857,396,355,273,126,98,low_turnover,medium_growth
2005,7,Information,3061,104,90,77,28,38,low_turnover,low_growth
2005,7,Leisure and hospitality,12867,536,933,888,597,269,high_turnover,medium_growth
2005,7,Manufacturing,14226,314,388,386,192,148,medium_turnover,low_growth
2005,7,Mining and logging,626,16,23,20,11,8,low_turnover,low_growth
2005,7,Other services,5404,170,216,213,151,53,low_turnover,low_growth
2005,7,Professional and business services,17032,837,964,893,371,481,high_turnover,high_growth
2005,7,Retail trade,15338.7,487,867,828,492,296,high_turnover,high_growth
2005,7,Total private,112439,3941,4974,4699,2619,1807,high_turnover,high_growth
2005,7,"Trade, transportation, and utilities",25963,769,1200,1145,649,432,high_turnover,high_growth
2005,8,Construction,7394,163,535,508,222,255,high_turnover,medium_growth
2005,8,Education and health services,17750,694,510,486,301,143,medium_turnover,high_growth
2005,8,Financial activities,8215,298,221,207,140,53,low_turnover,low_growth
2005,8,Government,21863,390,321,316,157,114,low_turnover,medium_growth
2005,8,Information,3063,103,98,103,55,38,low_turnover,low_growth
2005,8,Leisure and hospitality,12891,514,947,924,592,299,high_turnover,medium_growth
2005,8,Manufacturing,14203,300,389,405,191,173,medium_turnover,low_growth
2005,8,Mining and logging,631,13,21,15,7,6,low_turnover,low_growth
2005,8,Other services,5400,144,215,223,143,68,low_turnover,low_growth
2005,8,Professional and business services,17091,777,955,877,428,392,high_turnover,high_growth
2005,8,Retail trade,15356.9,510,852,838,549,249,high_turnover,high_growth
2005,8,Total private,112635,3770,5089,4898,2806,1786,high_turnover,high_growth
2005,8,"Trade, transportation, and utilities",25997,764,1198,1151,728,359,high_turnover,high_growth
2005,9,Construction,7415,161,541,517,242,257,high_turnover,medium_growth
2005,9,Education and health services,17789,715,545,505,315,157,medium_turnover,high_growth
2005,9,Financial activities,8224,314,218,216,138,67,low_turnover,low_growth
2005,9,Government,21845,407,327,338,163,122,low_turnover,medium_growth
2005,9,Information,3070,129,103,101,63,32,low_turnover,low_growth
2005,9,Leisure and hospitality,12862,485,932,956,626,315,high_turnover,medium_growth
2005,9,Manufacturing,14175,333,404,408,210,157,medium_turnover,medium_growth
2005,9,Mining and logging,636,20,23,18,7,10,low_turnover,low_growth
2005,9,Other services,5399,204,198,205,134,59,low_turnover,low_growth
2005,9,Professional and business services,17163,818,1022,926,488,373,high_turnover,high_growth
2005,9,Retail trade,15339.8,514,836,880,485,362,high_turnover,high_growth
2005,9,Total private,112721,3969,5167,5064,2888,1909,high_turnover,high_growth
2005,9,"Trade, transportation, and utilities",25988,788,1180,1212,665,483,high_turnover,high_growth
2005,10,Construction,7460,176,504,466,226,206,high_turnover,medium_growth
2005,10,Education and health services,17812,692,514,496,303,158,medium_turnover,high_growth
2005,10,Financial activities,8260,345,236,202,111,79,low_turnover,low_growth
2005,10,Government,21829,356,317,328,170,108,low_turnover,medium_growth
2005,10,Information,3056,121,76,93,61,26,low_turnover,low_growth
2005,10,Leisure and hospitality,12840,505,867,925,636,273,high_turnover,medium_growth
2005,10,Manufacturing,14192,280,393,398,219,131,medium_turnover,low_growth
2005,10,Mining and logging,640,15,23,19,9,9,low_turnover,low_growth
2005,10,Other services,5386,235,190,195,119,67,low_turnover,low_growth
2005,10,Professional and business services,17183,705,892,840,360,430,high_turnover,high_growth
2005,10,Retail trade,15333.2,470,765,771,494,240,high_turnover,high_growth
2005,10,Total private,112826,3863,4807,4738,2698,1774,high_turnover,high_growth
2005,10,"Trade, transportation, and utilities",25997,788,1113,1104,652,393,high_turnover,high_growth
2005,11,Construction,7524,134,505,452,210,213,high_turnover,medium_growth
2005,11,Education and health services,17864,677,528,476,310,145,medium_turnover,high_growth
2005,11,Financial activities,8282,308,244,195,118,64,low_turnover,low_growth
2005,11,Government,21859,355,344,319,162,110,low_turnover,medium_growth
2005,11,Information,3056,101,103,101,54,41,low_turnover,low_growth
2005,11,Leisure and hospitality,12884,529,922,868,581,266,high_turnover,medium_growth
2005,11,Manufacturing,14187,304,385,399,200,152,medium_turnover,low_growth
2005,11,Mining and logging,646,13,24,22,11,7,low_turnover,low_growth
2005,11,Other services,5393,130,233,225,158,46,low_turnover,low_growth
2005,11,Professional and business services,17262,783,905,820,430,320,high_turnover,high_growth
2005,11,Retail trade,15348.7,505,744,748,484,230,high_turnover,high_growth
2005,11,Total private,113134,3762,5000,4670,2719,1663,high_turnover,high_growth
2005,11,"Trade, transportation, and utilities",26036,783,1149,1112,647,410,high_turnover,high_growth
2005,12,Construction,7533,117,491,490,230,242,high_turnover,medium_growth
2005,12,Education and health services,17894,687,525,491,295,160,medium_turnover,high_growth
2005,12,Financial activities,8286,402,228,201,118,63,low_turnover,medium_growth
2005,12,Government,21879,418,347,317,152,116,low_turnover,medium_growth
2005,12,Information,3053,96,94,96,56,28,low_turnover,low_growth
2005,12,Leisure and hospitality,12905,587,918,914,558,311,high_turnover,medium_growth
2005,12,Manufacturing,14193,288,373,378,180,154,low_turnover,low_growth
2005,12,Mining and logging,650,12,23,19,9,7,low_turnover,low_growth
2005,12,Other services,5405,106,188,182,109,63,low_turnover,low_growth
2005,12,Professional and business services,17296,750,936,870,432,381,high_turnover,high_growth
2005,12,Retail trade,15352,465,798,822,521,235,high_turnover,high_growth
2005,12,Total private,113270,3728,4947,4846,2689,1810,high_turnover,high_growth
2005,12,"Trade, transportation, and utilities",26055,682,1170,1205,701,402,high_turnover,high_growth
2006,1,Construction,7601,156,514,473,206,243,high_turnover,medium_growth
2006,1,Education and health services,17946,734,503,451,267,153,medium_turnover,high_growth
2006,1,Financial activities,8307,435,232,232,145,65,low_turnover,medium_growth
2006,1,Government,21847,385,319,345,164,128,low_turnover,medium_growth
2006,1,Information,3052,150,87,87,52,25,low_turnover,low_growth
2006,1,Leisure and hospitality,12945,634,928,917,611,276,high_turnover,medium_growth
2006,1,Manufacturing,14210,330,378,362,189,130,medium_turnover,low_growth
2006,1,Mining and logging,656,14,23,17,10,4,low_turnover,low_growth
2006,1,Other services,5425,104,196,175,111,54,low_turnover,low_growth
2006,1,Professional and business services,17348,748,937,909,508,329,high_turnover,high_growth
2006,1,Retail trade,15353.6,465,815,820,525,254,high_turnover,high_growth
2006,1,Total private,113582,4019,4952,4768,2785,1667,high_turnover,high_growth
2006,1,"Trade, transportation, and utilities",26092,716,1154,1145,686,388,high_turnover,high_growth
2006,2,Construction,7664,146,483,430,181,228,medium_turnover,medium_growth
2006,2,Education and health services,17998,742,513,452,311,119,medium_turnover,high_growth
2006,2,Financial activities,8332,357,265,239,137,85,low_turnover,low_growth
2006,2,Government,21878,369,353,334,165,116,low_turnover,medium_growth
2006,2,Information,3052,109,111,114,58,48,low_turnover,low_growth
2006,2,Leisure and hospitality,12980,594,957,929,594,302,high_turnover,medium_growth
2006,2,Manufacturing,14209,347,385,401,201,154,medium_turnover,low_growth
2006,2,Mining and logging,662,16,25,19,10,8,low_turnover,low_growth
2006,2,Other services,5426,84,194,199,111,76,low_turnover,low_growth
2006,2,Professional and business services,17408,770,957,922,500,361,high_turnover,high_growth
2006,2,Retail trade,15363,465,881,830,509,270,high_turnover,high_growth
2006,2,Total private,113859,3892,5121,4846,2783,1759,high_turnover,high_growth
2006,2,"Trade, transportation, and utilities",26128,729,1230,1140,681,378,high_turnover,high_growth
2006,3,Construction,7689,185,504,442,197,224,high_turnover,medium_growth
2006,3,Education and health services,18045,721,510,462,295,139,medium_turnover,high_growth
2006,3,Financial activities,8349,370,263,246,135,84,low_turnover,low_growth
2006,3,Government,21903,430,379,351,170,124,low_turnover,medium_growth
2006,3,Information,3055,113,93,94,53,28,low_turnover,low_growth
2006,3,Leisure and hospitality,13034,563,943,897,577,287,high_turnover,medium_growth
2006,3,Manufacturing,14214,342,412,411,200,172,medium_turnover,medium_growth
2006,3,Mining and logging,669,16,30,24,11,10,low_turnover,low_growth
2006,3,Other services,5425,208,204,202,140,51,low_turnover,low_growth
2006,3,Professional and business services,17495,853,1031,953,480,405,high_turnover,high_growth
2006,3,Retail trade,15392,583,825,810,521,246,high_turnover,high_growth
2006,3,Total private,114144,4276,5145,4845,2778,1753,high_turnover,high_growth
2006,3,"Trade, transportation, and utilities",26169,905,1156,1114,690,353,high_turnover,high_growth
2006,4,Construction,7726,222,465,414,207,165,medium_turnover,medium_growth
2006,4,Education and health services,18070,736,526,500,289,160,medium_turnover,high_growth
2006,4,Financial activities,8371,412,244,231,123,84,low_turnover,medium_growth
2006,4,Government,21919,433,348,326,161,107,low_turnover,medium_growth
2006,4,Information,3046,159,89,103,55,41,low_turnover,low_growth
2006,4,Leisure and hospitality,13074,676,923,869,499,333,high_turnover,medium_growth
2006,4,Manufacturing,14226,392,359,344,182,129,low_turnover,medium_growth
2006,4,Mining and logging,679,17,35,20,10,9,low_turnover,low_growth
2006,4,Other services,5426,143,210,221,76,133,low_turnover,low_growth
2006,4,Professional and business services,17515,923,866,915,496,345,high_turnover,high_growth
2006,4,Retail trade,15347.7,481,818,833,512,270,high_turnover,high_growth
2006,4,Total private,114286,4483,4866,4748,2622,1749,high_turnover,high_growth
2006,4,"Trade, transportation, and utilities",26153,803,1151,1132,686,350,high_turnover,high_growth
2006,5,Construction,7713,182,506,487,212,241,high_turnover,medium_growth
2006,5,Education and health services,18100,699,561,525,327,168,medium_turnover,high_growth
2006,5,Financial activities,8376,343,229,238,130,75,low_turnover,low_growth
2006,5,Government,21926,436,354,350,178,113,low_turnover,medium_growth
2006,5,Information,3039,130,99,98,65,21,low_turnover,low_growth
2006,5,Leisure and hospitality,13052,545,923,921,580,309,high_turnover,medium_growth
2006,5,Manufacturing,14203,307,385,418,225,163,medium_turnover,low_growth
2006,5,Mining and logging,681,14,19,19,11,4,low_turnover,low_growth
2006,5,Other services,5433,168,182,178,97,61,low_turnover,low_growth
2006,5,Professional and business services,17572,855,1084,1035,492,464,high_turnover,high_growth
2006,5,Retail trade,15320.1,511,797,815,506,249,high_turnover,high_growth
2006,5,Total private,114318,4069,5145,5068,2825,1875,high_turnover,high_growth
2006,5,"Trade, transportation, and utilities",26149,827,1155,1150,687,368,high_turnover,high_growth
2006,6,Construction,7699,185,448,440,210,207,high_turnover,medium_growth
2006,6,Education and health services,18102,714,504,516,338,141,medium_turnover,high_growth
2006,6,Financial activities,8364,358,251,249,144,79,low_turnover,low_growth
2006,6,Government,21922,425,362,352,169,128,low_turnover,medium_growth
2006,6,Information,3036,132,93,93,61,23,low_turnover,low_growth
2006,6,Leisure and hospitality,13061,539,941,928,642,263,high_turnover,medium_growth
2006,6,Manufacturing,14213,347,409,381,191,160,medium_turnover,medium_growth
2006,6,Mining and logging,686,19,24,18,8,5,low_turnover,low_growth
2006,6,Other services,5432,163,203,198,118,63,low_turnover,low_growth
2006,6,Professional and business services,17642,919,1018,928,479,355,high_turnover,high_growth
2006,6,Retail trade,15330.2,540,859,843,514,275,high_turnover,high_growth
2006,6,Total private,114403,4200,5093,4910,2877,1679,high_turnover,high_growth
2006,6,"Trade, transportation, and utilities",26168,826,1201,1161,687,383,high_turnover,high_growth
2006,7,Construction,7712,199,462,471,186,260,medium_turnover,medium_growth
2006,7,Education and health services,18128,628,573,539,325,154,medium_turnover,high_growth
2006,7,Financial activities,8366,251,283,280,172,71,low_turnover,low_growth
2006,7,Government,21973,490,370,337,168,118,low_turnover,medium_growth
2006,7,Information,3031,153,100,96,65,24,low_turnover,low_growth
2006,7,Leisure and hospitality,13130,589,960,893,571,300,high_turnover,medium_growth
2006,7,Manufacturing,14188,318,392,408,211,156,medium_turnover,low_growth
2006,7,Mining and logging,690,15,26,21,11,5,low_turnover,low_growth
2006,7,Other services,5429,166,184,188,112,54,low_turnover,low_growth
2006,7,Professional and business services,17682,949,1070,1012,547,378,high_turnover,high_growth
2006,7,Retail trade,15329.6,417,804,795,527,214,high_turnover,high_growth
2006,7,Total private,114547,3977,5203,5029,2890,1747,high_turnover,high_growth
2006,7,"Trade, transportation, and utilities",26191,710,1152,1122,690,345,high_turnover,high_growth
2006,8,Construction,7720,202,425,415,174,221,medium_turnover,medium_growth
2006,8,Education and health services,18182,769,538,500,330,131,medium_turnover,high_growth
2006,8,Financial activities,8374,294,235,240,147,71,low_turnover,low_growth
2006,8,Government,22011,438,369,348,183,99,low_turnover,medium_growth
2006,8,Information,3035,156,92,94,54,28,low_turnover,low_growth
2006,8,Leisure and hospitality,13152,571,894,868,592,244,high_turnover,medium_growth
2006,8,Manufacturing,14159,350,381,392,205,157,medium_turnover,low_growth
2006,8,Mining and logging,693,16,27,23,14,6,low_turnover,low_growth
2006,8,Other services,5432,206,194,196,122,58,low_turnover,low_growth
2006,8,Professional and business services,17728,948,1020,958,540,363,high_turnover,high_growth
2006,8,Retail trade,15338.9,494,811,810,494,268,high_turnover,high_growth
2006,8,Total private,114683,4300,5004,4859,2879,1672,high_turnover,high_growth
2006,8,"Trade, transportation, and utilities",26208,787,1198,1174,701,394,high_turnover,high_growth
2006,9,Construction,7718,174,427,423,154,234,medium_turnover,medium_growth
2006,9,Education and health services,18248,762,544,469,311,129,medium_turnover,high_growth
2006,9,Financial activities,8390,278,262,253,166,66,low_turnover,low_growth
2006,9,Government,22082,484,419,330,161,116,low_turnover,high_growth
2006,9,Information,3028,162,84,93,62,23,low_turnover,low_growth
2006,9,Leisure and hospitality,13150,575,867,859,582,258,high_turnover,medium_growth
2006,9,Manufacturing,14125,341,348,374,186,159,medium_turnover,low_growth
2006,9,Mining and logging,694,17,32,32,16,13,low_turnover,low_growth
2006,9,Other services,5448,207,194,179,93,71,low_turnover,low_growth
2006,9,Professional and business services,17718,911,982,973,517,391,high_turnover,high_growth
2006,9,Retail trade,15354.3,520,789,778,481,234,high_turnover,high_growth
2006,9,Total private,114761,4293,4869,4760,2734,1711,high_turnover,high_growth
2006,9,"Trade, transportation, and utilities",26242,866,1130,1103,647,368,high_turnover,high_growth
2006,10,Construction,7682,157,419,452,165,242,medium_turnover,medium_growth
2006,10,Education and health services,18288,779,556,508,321,147,medium_turnover,high_growth
2006,10,Financial activities,8385,309,269,282,174,72,low_turnover,low_growth
2006,10,Government,22068,402,307,322,160,106,low_turnover,medium_growth
2006,10,Information,3024,164,87,91,54,31,low_turnover,low_growth
2006,10,Leisure and hospitality,13187,588,935,913,591,301,high_turnover,medium_growth
2006,10,Manufacturing,14075,359,346,380,200,147,medium_turnover,low_growth
2006,10,Mining and logging,699,20,24,22,12,6,low_turnover,low_growth
2006,10,Other services,5454,175,253,237,105,103,low_turnover,low_growth
2006,10,Professional and business services,17722,844,1047,1019,569,383,high_turnover,high_growth
2006,10,Retail trade,15373.7,494,800,775,476,241,high_turnover,high_growth
2006,10,Total private,114784,4241,5068,4997,2832,1799,high_turnover,high_growth
2006,10,"Trade, transportation, and utilities",26268,845,1132,1094,639,368,high_turnover,high_growth
2006,11,Construction,7666,105,468,483,159,291,medium_turnover,medium_growth
2006,11,Education and health services,18337,809,539,487,315,137,medium_turnover,high_growth
2006,11,Financial activities,8393,311,266,226,140,73,low_turnover,low_growth
2006,11,Government,22083,425,352,347,165,126,low_turnover,medium_growth
2006,11,Information,3025,152,95,95,54,34,low_turnover,low_growth
2006,11,Leisure and hospitality,13251,616,990,924,594,315,high_turnover,medium_growth
2006,11,Manufacturing,14041,272,363,414,244,143,medium_turnover,low_growth
2006,11,Mining and logging,701,15,22,22,11,6,low_turnover,low_growth
2006,11,Other services,5455,169,184,193,107,66,low_turnover,low_growth
2006,11,Professional and business services,17790,861,1067,1016,520,409,high_turnover,high_growth
2006,11,Retail trade,15402.6,492,815,807,525,226,high_turnover,high_growth
2006,11,Total private,114980,4105,5142,4976,2860,1802,high_turnover,high_growth
2006,11,"Trade, transportation, and utilities",26321,795,1148,1116,715,328,high_turnover,high_growth
2006,12,Construction,7685,103,444,431,167,251,medium_turnover,medium_growth
2006,12,Education and health services,18378,764,540,512,338,138,medium_turnover,high_growth
2006,12,Financial activities,8393,276,255,237,140,74,low_turnover,low_growth
2006,12,Government,22088,422,333,329,162,111,low_turnover,medium_growth
2006,12,Information,3032,147,88,84,47,33,low_turnover,low_growth
2006,12,Leisure and hospitality,13292,580,926,905,610,261,high_turnover,medium_growth
2006,12,Manufacturing,14015,301,374,428,245,155,medium_turnover,low_growth
2006,12,Mining and logging,705,16,24,20,12,6,low_turnover,low_growth
2006,12,Other services,5466,234,171,164,90,67,low_turnover,low_growth
2006,12,Professional and business services,17823,795,988,941,528,351,high_turnover,high_growth
2006,12,Retail trade,15407.3,544,749,766,465,232,high_turnover,high_growth
2006,12,Total private,115161,4047,4881,4798,2826,1664,high_turnover,high_growth
2006,12,"Trade, transportation, and utilities",26372,831,1071,1077,648,327,high_turnover,high_growth
2007,1,Construction,7725,242,442,429,155,241,medium_turnover,medium_growth
2007,1,Education and health services,18415,757,543,506,304,148,medium_turnover,high_growth
2007,1,Financial activities,8389,228,236,261,171,75,low_turnover,low_growth
2007,1,Government,22095,448,360,353,181,116,low_turnover,medium_growth
2007,1,Information,3029,173,97,91,46,40,low_turnover,low_growth
2007,1,Leisure and hospitality,13338,512,925,902,592,282,high_turnover,medium_growth
2007,1,Manufacturing,14008,342,393,420,227,157,medium_turnover,low_growth
2007,1,Mining and logging,706,16,24,22,11,9,low_turnover,low_growth
2007,1,Other services,5467,184,194,194,119,52,low_turnover,low_growth
2007,1,Professional and business services,17887,957,1046,991,517,415,high_turnover,high_growth
2007,1,Retail trade,15447.6,500,835,794,469,250,high_turnover,high_growth
2007,1,Total private,115382,4302,5066,4960,2778,1820,high_turnover,high_growth
2007,1,"Trade, transportation, and utilities",26418,891,1166,1143,637,402,high_turnover,high_growth
2007,2,Construction,7626,231,325,424,146,252,medium_turnover,low_growth
2007,2,Education and health services,18451,721,534,496,324,149,medium_turnover,high_growth
2007,2,Financial activities,8390,280,252,256,138,88,low_turnover,low_growth
2007,2,Government,22131,431,370,339,156,109,low_turnover,medium_growth
2007,2,Information,3033,165,92,93,44,45,low_turnover,low_growth
2007,2,Leisure and hospitality,13361,554,919,907,584,307,high_turnover,medium_growth
2007,2,Manufacturing,13997,340,385,415,216,170,medium_turnover,low_growth
2007,2,Mining and logging,711,12,26,23,13,6,low_turnover,low_growth
2007,2,Other services,5474,250,149,149,110,28,low_turnover,low_growth
2007,2,Professional and business services,17918,861,951,948,513,375,high_turnover,high_growth
2007,2,Retail trade,15479.3,502,827,762,498,212,high_turnover,high_growth
2007,2,Total private,115427,4187,4789,4778,2765,1736,high_turnover,high_growth
2007,2,"Trade, transportation, and utilities",26466,774,1157,1069,677,317,high_turnover,high_growth
2007,3,Construction,7706,191,506,396,152,222,medium_turnover,medium_growth
2007,3,Education and health services,18507,765,555,503,304,169,medium_turnover,high_growth
2007,3,Financial activities,8380,346,251,265,160,79,low_turnover,low_growth
2007,3,Government,22149,447,369,331,170,100,low_turnover,medium_growth
2007,3,Information,3029,155,78,86,52,28,low_turnover,low_growth
2007,3,Leisure and hospitality,13363,625,908,898,601,278,high_turnover,medium_growth
2007,3,Manufacturing,13970,363,373,409,216,165,medium_turnover,low_growth
2007,3,Mining and logging,715,17,24,21,13,5,low_turnover,low_growth
2007,3,Other services,5484,168,197,191,118,66,low_turnover,low_growth
2007,3,Professional and business services,17949,1004,1029,986,538,393,high_turnover,high_growth
2007,3,Retail trade,15547.7,474,828,774,471,252,high_turnover,high_growth
2007,3,Total private,115644,4479,5110,4864,2815,1772,high_turnover,high_growth
2007,3,"Trade, transportation, and utilities",26541,844,1188,1110,660,367,high_turnover,high_growth
2007,4,Construction,7686,221,408,424,155,259,medium_turnover,medium_growth
2007,4,Education and health services,18563,787,541,482,317,137,medium_turnover,high_growth
2007,4,Financial activities,8361,259,237,269,159,83,low_turnover,low_growth
2007,4,Government,22175,444,378,351,172,113,low_turnover,medium_growth
2007,4,Information,3034,170,92,87,54,26,low_turnover,low_growth
2007,4,Leisure and hospitality,13375,563,964,925,622,275,high_turnover,medium_growth
2007,4,Manufacturing,13945,373,364,390,203,155,medium_turnover,low_growth
2007,4,Mining and logging,719,17,27,21,13,6,low_turnover,low_growth
2007,4,Other services,5491,161,175,162,99,43,low_turnover,low_growth
2007,4,Professional and business services,17966,953,1040,1072,487,503,high_turnover,high_growth
2007,4,Retail trade,15513.2,487,774,776,458,272,high_turnover,high_growth
2007,4,Total private,115667,4376,4974,4935,2741,1889,high_turnover,high_growth
2007,4,"Trade, transportation, and utilities",26527,873,1126,1104,632,402,high_turnover,high_growth
2007,5,Construction,7673,191,420,415,161,231,medium_turnover,medium_growth
2007,5,Education and health services,18608,821,571,516,329,152,medium_turnover,high_growth
2007,5,Financial activities,8370,281,273,274,172,82,low_turnover,low_growth
2007,5,Government,22193,443,386,368,179,125,low_turnover,medium_growth
2007,5,Information,3040,180,91,82,42,32,low_turnover,low_growth
2007,5,Leisure and hospitality,13404,584,937,881,552,307,high_turnover,medium_growth
2007,5,Manufacturing,13929,372,384,407,214,162,medium_turnover,low_growth
2007,5,Mining and logging,721,14,32,29,19,9,low_turnover,low_growth
2007,5,Other services,5496,165,177,171,114,51,low_turnover,low_growth
2007,5,Professional and business services,17999,909,1047,1012,551,408,high_turnover,high_growth
2007,5,Retail trade,15534.5,439,813,816,489,298,high_turnover,high_growth
2007,5,Total private,115800,4255,5083,4924,2833,1838,high_turnover,high_growth
2007,5,"Trade, transportation, and utilities",26560,738,1151,1135,677,404,high_turnover,high_growth
2007,6,Construction,7687,189,437,426,144,274,medium_turnover,medium_growth
2007,6,Education and health services,18661,814,565,514,292,178,high_turnover,high_growth
2007,6,Financial activities,8368,286,249,233,139,74,low_turnover,low_growth
2007,6,Government,22207,454,382,350,166,118,low_turnover,medium_growth
2007,6,Information,3038,178,85,84,48,26,low_turnover,low_growth
2007,6,Leisure and hospitality,13413,633,968,962,636,299,high_turnover,medium_growth
2007,6,Manufacturing,13911,358,385,392,200,162,medium_turnover,low_growth
2007,6,Mining and logging,725,11,30,24,15,8,low_turnover,low_growth
2007,6,Other services,5499,184,203,194,106,77,low_turnover,low_growth
2007,6,Professional and business services,18011,959,881,853,494,309,high_turnover,high_growth
2007,6,Retail trade,15513.9,506,740,759,493,211,high_turnover,high_growth
2007,6,Total private,115862,4429,4884,4753,2746,1718,high_turnover,high_growth
2007,6,"Trade, transportation, and utilities",26549,818,1082,1071,672,312,high_turnover,high_growth
2007,7,Construction,7660,208,412,454,224,214,high_turnover,medium_growth
2007,7,Education and health services,18691,733,538,511,327,128,medium_turnover,high_growth
2007,7,Financial activities,8370,304,256,257,141,95,low_turnover,low_growth
2007,7,Government,22171,447,325,375,169,139,low_turnover,medium_growth
2007,7,Information,3037,160,84,75,32,35,low_turnover,low_growth
2007,7,Leisure and hospitality,13417,629,916,912,633,237,high_turnover,medium_growth
2007,7,Manufacturing,13889,385,369,384,177,186,medium_turnover,medium_growth
2007,7,Mining and logging,728,16,30,26,15,9,low_turnover,low_growth
2007,7,Other services,5500,150,206,209,118,68,low_turnover,low_growth
2007,7,Professional and business services,18015,814,1005,986,516,406,high_turnover,high_growth
2007,7,Retail trade,15515,498,743,738,455,236,high_turnover,high_growth
2007,7,Total private,115867,4221,4893,4878,2789,1765,high_turnover,high_growth
2007,7,"Trade, transportation, and utilities",26560,822,1076,1065,607,388,high_turnover,high_growth
2007,8,Construction,7610,178,426,478,177,286,medium_turnover,medium_growth
2007,8,Education and health services,18755,807,552,506,319,156,medium_turnover,high_growth
2007,8,Financial activities,8342,313,267,309,173,118,low_turnover,low_growth
2007,8,Government,22226,467,400,358,169,119,low_turnover,medium_growth
2007,8,Information,3029,127,88,102,45,43,low_turnover,low_growth
2007,8,Leisure and hospitality,13419,635,933,920,604,284,high_turnover,medium_growth
2007,8,Manufacturing,13828,329,372,403,208,169,medium_turnover,low_growth
2007,8,Mining and logging,727,11,29,30,16,12,low_turnover,low_growth
2007,8,Other services,5496,162,185,187,112,73,low_turnover,low_growth
2007,8,Professional and business services,18025,742,1019,1016,568,385,high_turnover,high_growth
2007,8,Retail trade,15517.1,458,776,782,482,257,high_turnover,high_growth
2007,8,Total private,115789,4119,4958,5039,2854,1910,high_turnover,high_growth
2007,8,"Trade, transportation, and utilities",26558,813,1085,1088,632,385,high_turnover,high_growth
2007,9,Construction,7577,144,411,440,160,266,medium_turnover,medium_growth
2007,9,Education and health services,18812,868,540,468,273,168,medium_turnover,high_growth
2007,9,Financial activities,8319,261,244,270,147,107,low_turnover,low_growth
2007,9,Government,22279,452,391,328,161,109,low_turnover,medium_growth
2007,9,Information,3030,117,80,78,43,27,low_turnover,low_growth
2007,9,Leisure and hospitality,13461,676,909,843,448,381,high_turnover,medium_growth
2007,9,Manufacturing,13790,327,370,397,187,183,medium_turnover,low_growth
2007,9,Mining and logging,726,14,29,30,19,8,low_turnover,low_growth
2007,9,Other services,5492,174,201,206,119,81,low_turnover,low_growth
